,number_of_elements,range_atomic_mass,wtd_range_atomic_mass,wtd_mean_fie,wtd_entropy_fie,range_fie,wtd_range_fie,wtd_range_atomic_radius,mean_Density,mean_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,range_ThermalConductivity,wtd_range_Valence,critical_temp
1396,5.0,135.9646,17.8755157692308,997.885384615385,0.902910873591938,810.6,694.901538461538,33.2230769230769,4871.0858,7.5044,89.005316,96.1450815384615,8.09826104863735,399.97342,0.984615384615385,35.2
1397,5.0,135.9646,17.3335632692308,997.807307692308,0.904264895688007,810.6,692.876153846154,32.2730769230769,4871.0858,7.5044,89.005316,96.1412353846154,8.09826104863735,399.97342,0.969230769230769,19.1
1398,4.0,122.90607,19.984963,1004.09363636364,0.898651039824785,772.0,657.296363636364,14.2818181818182,4164.35725,7.0405,153.256645,94.9872254545455,12.8942794736024,399.97342,0.890909090909091,39.5
1399,4.0,122.90607,19.1714017727273,1004.31318181818,0.900111271744923,772.0,654.617272727273,12.5136363636364,4164.35725,7.0405,153.256645,95.8372254545455,12.8942794736024,399.97342,0.881818181818182,45.5
1400,4.0,122.90607,17.5602431756142,1004.47170154686,0.903157144318392,772.0,648.655050045496,8.98544131028207,4164.35725,7.0405,153.256645,97.6259521565059,12.8942794736024,399.97342,0.862602365787079,47.7
1401,4.0,122.90607,11.8493507272727,1006.28909090909,0.905306453323575,772.0,647.369090909091,3.40000000000001,4164.35725,7.0405,153.256645,103.487225454545,12.8942794736024,399.97342,0.8,47.7
1402,4.0,122.90607,36.9506571428571,727.742857142857,1.26929247661014,810.6,241.985714285714,65.4285714285714,4654.35725,6.9055,107.756645,178.432368571429,7.06248773046785,399.97342,0.571428571428571,62.5
1403,4.0,128.2426,36.9506571428571,726.371428571429,1.26744040455898,810.6,243.357142857143,65.4285714285714,4870.35725,7.1055,108.756645,179.003797142857,7.55238461047956,399.97342,0.571428571428571,93.6
1404,4.0,134.3606,36.9506571428571,727.6,1.26910128290255,810.6,242.128571428571,65.4285714285714,4956.10725,7.4555,107.756645,178.432368571429,7.06248773046785,399.97342,0.571428571428571,94.2
1405,4.0,135.9646,36.9506571428571,728.571428571429,1.27039355542064,810.6,241.157142857143,65.4285714285714,4428.85725,7.6555,108.006645,178.575225714286,7.19455400938082,399.97342,0.571428571428571,93.9
1406,4.0,141.2506,36.9506571428571,735.328571428571,1.27889282458992,810.6,234.4,65.4285714285714,5093.10725,7.8305,107.256645,178.146654285714,6.77360768587578,399.97342,0.571428571428571,93.6
1407,4.0,148.93092,36.9506571428571,732.442857142857,1.27536529008949,810.6,237.285714285714,65.4285714285714,5316.60725,9.5805,108.506645,178.86094,7.43878255508962,399.97342,0.571428571428571,91.7
1408,4.0,151.2596,36.9506571428571,733.442857142857,1.27660452801155,810.6,236.285714285714,65.4285714285714,5384.35725,10.3055,108.256645,178.718082857143,7.31972361760292,399.97342,0.571428571428571,91.4
1409,4.0,152.93481,36.9506571428571,734.585714285714,1.27799886877709,810.6,235.142857142857,65.4285714285714,5447.85725,9.5305,108.756645,179.003797142857,7.55238461047956,399.97342,0.571428571428571,90.2
1410,4.0,157.0546,36.9506571428571,736.585714285714,1.28038381964394,810.6,233.142857142857,65.4285714285714,4760.35725,7.2555,114.256645,182.146654285714,9.29475656886456,399.97342,0.571428571428571,88.7
1411,4.0,158.9674,36.9506571428571,723.728571428571,1.2637645216479,810.6,246.0,65.4285714285714,5578.10725,10.8305,108.506645,178.86094,7.43878255508962,399.97342,0.571428571428571,86.9
1412,6.0,191.2006,24.6475625,991.9125,1.10133343241444,764.1,638.13125,21.3125,4825.5715,7.672,114.50443,90.54454,18.8092579448273,399.97342,0.9375,78.4
1413,6.0,191.2006,23.7566867469879,1003.52168674699,1.06818572232846,764.1,662.527710843373,20.5421686746988,4825.5715,7.672,114.50443,87.2728065060241,18.8092579448273,399.97342,0.975903614457831,65.0
1414,4.0,121.3276,14.2883192307692,1003.62307692308,0.890516212329374,810.6,659.715384615385,22.6153846153846,4235.85725,8.1805,108.756645,96.3989276923077,7.55238461047956,399.97342,0.846153846153846,86.0
1415,4.0,121.3276,13.8045965625,999.1403125,0.902995965596724,810.6,647.583125,21.515625,4235.85725,8.1805,108.756645,97.901620625,7.55238461047956,399.97342,0.81875,90.6
1416,4.0,124.90825,34.2373932142857,1007.51785714286,0.781677838067417,786.5,738.769285714286,61.3142857142857,5572.60725,6.4305,106.006645,60.8294742857143,6.24435738721919,399.97342,1.05714285714286,23.0
1417,4.0,121.3276,14.6258385826772,996.312598425197,0.907133730777062,810.6,644.281102362205,23.1496062992126,4235.85725,8.1805,108.756645,98.6754398425197,7.55238461047956,399.97342,0.818897637795276,56.0
1418,4.0,121.3276,14.3545710973725,1002.18809891808,0.893790652498803,810.6,656.685780525502,22.7202472952087,4235.85725,8.1805,108.756645,96.8457855641422,7.55238461047956,399.97342,0.84080370942813,91.7
1419,4.0,121.3276,14.4551089494163,1000.01050583658,0.898747976577568,810.6,652.088326848249,22.8793774319066,4235.85725,8.1805,108.756645,97.5238967315175,7.55238461047956,399.97342,0.832684824902724,90.9
1420,4.0,121.3276,14.6836482213439,995.0604743083,0.909963777286529,810.6,641.637549407115,23.2411067193676,4235.85725,8.1805,108.756645,99.065356284585,7.55238461047956,399.97342,0.814229249011858,79.3
1421,4.0,121.3276,14.8006494023904,992.526294820717,0.915676799194654,810.6,636.287250996016,23.4262948207171,4235.85725,8.1805,108.756645,99.8545098804781,7.55238461047956,399.97342,0.804780876494024,58.3
1422,4.0,121.3276,14.9195301204819,989.95140562249,0.921461205389261,810.6,630.851004016064,23.6144578313253,4235.85725,8.1805,108.756645,100.65634064257,7.55238461047956,399.97342,0.795180722891566,52.5
1423,4.0,121.3276,15.0281674757282,987.598381877023,0.926729003523486,810.6,625.883171521036,23.7864077669903,4235.85725,8.1805,108.756645,101.389081618123,7.55238461047956,399.97342,0.786407766990291,8.3
1424,4.0,121.3276,36.9506571428571,738.357142857143,1.28243898817756,810.6,231.371428571429,65.4285714285714,4235.85725,8.1805,108.756645,179.003797142857,7.55238461047956,399.97342,0.571428571428571,81.0
1425,4.0,121.3276,36.9506571428571,738.357142857143,1.28243898817756,810.6,231.371428571429,65.4285714285714,4235.85725,8.1805,108.756645,179.003797142857,7.55238461047956,399.97342,0.571428571428571,91.0
1426,4.0,151.2596,12.5121692307692,1000.97692307692,0.884724945565356,810.6,662.361538461538,21.5384615384615,5384.35725,10.3055,108.256645,96.2450815384615,7.31972361760292,399.97342,0.846153846153846,91.1
1427,4.0,152.93481,12.5121692307692,1001.59230769231,0.886087489460006,810.6,661.746153846154,21.8461538461539,5447.85725,9.5305,108.756645,96.3989276923077,7.55238461047956,399.97342,0.846153846153846,92.1
1428,4.0,157.0546,12.5121692307692,1002.66923076923,0.888448831950548,810.6,660.669230769231,21.8461538461539,4760.35725,7.2555,114.256645,98.0912353846154,9.29475656886456,399.97342,0.846153846153846,96.1
1429,4.0,158.9674,12.5121692307692,995.746153846154,0.87273452838423,810.6,667.592307692308,22.2307692307692,5578.10725,10.8305,108.506645,96.3220046153846,7.43878255508962,399.97342,0.846153846153846,92.4
1430,4.0,134.3606,12.5121692307692,997.830769230769,0.877603322173959,810.6,665.507692307692,20.6153846153846,4956.10725,7.4555,107.756645,96.0912353846154,7.06248773046785,399.97342,0.846153846153846,73.0
1431,4.0,128.2426,12.5121692307692,997.169230769231,0.876071594490036,810.6,666.169230769231,23.0769230769231,4870.35725,7.1055,108.756645,96.3989276923077,7.55238461047956,399.97342,0.846153846153846,93.5
1432,4.0,135.9646,12.5121692307692,998.353846153846,0.878805851453728,810.6,664.984615384615,21.1538461538462,4428.85725,7.6555,108.006645,96.1681584615385,7.19455400938082,399.97342,0.846153846153846,82.2
1433,4.0,141.2506,12.5121692307692,1001.99230769231,0.886967967409847,810.6,661.346153846154,21.0,5093.10725,7.8305,107.256645,95.9373892307692,6.77360768587578,399.97342,0.846153846153846,95.7
1434,4.0,146.5006,12.5121692307692,999.9,0.882316905715584,810.6,663.438461538461,21.3846153846154,5255.60725,8.1055,107.256645,95.9373892307692,6.77360768587578,399.97342,0.846153846153846,95.1
1435,4.0,148.93092,12.5121692307692,1000.43846153846,0.883524710775821,810.6,662.9,21.5384615384615,5316.60725,9.5805,108.506645,96.3220046153846,7.43878255508962,399.97342,0.846153846153846,91.3
1436,4.0,141.2506,12.5121692307692,1001.99230769231,0.886967967409847,810.6,661.346153846154,21.0,5093.10725,7.8305,107.256645,95.9373892307692,6.77360768587578,399.97342,0.846153846153846,90.0
1437,4.0,121.3276,14.4214402173913,1000.7397515528,0.897089411148989,810.6,653.627950310559,22.8260869565217,4235.85725,8.1805,108.756645,97.2968067080745,7.55238461047956,399.97342,0.835403726708075,90.6
1438,5.0,188.3839,17.2952947368421,985.663157894737,1.00764027669594,810.6,638.210526315789,10.2105263157895,5174.2858,6.8124,132.805316,90.9613578947368,17.7474131712332,399.97342,0.842105263157895,119.95
1439,5.0,121.3276,20.8254769230769,1004.36523076923,0.910760244177573,810.6,702.873230769231,38.2676923076923,4816.6858,8.0144,111.005316,95.10662,13.1311731511324,399.97342,1.06769230769231,69.0
1440,5.0,121.3276,20.5237230769231,1005.10738461538,0.925138991227369,810.6,698.692615384615,37.6123076923077,4816.6858,8.0144,111.005316,93.8143123076923,13.1311731511324,399.97342,1.05846153846154,41.0
1441,5.0,121.3276,20.8563381538462,1003.58246153846,0.907117307169995,810.6,703.656,38.2353846153846,5170.2858,9.9844,105.205316,94.9727738461538,12.4244037881723,399.97342,1.06769230769231,84.0
1442,5.0,121.3276,20.5854455384615,1003.54184615385,0.918956027253384,810.6,700.258153846154,37.5476923076923,5170.2858,9.9844,105.205316,93.54662,12.4244037881723,399.97342,1.05846153846154,78.0
1443,5.0,121.3276,20.5832320461538,1003.744,0.919773996104096,810.6,700.056,37.52,5168.6858,9.7844,107.005316,93.6296969230769,12.6609787210825,399.97342,1.04,72.5
1444,5.0,121.3276,20.8872487692308,1003.19569230769,0.905251274523055,810.6,704.042769230769,38.1569230769231,4826.6858,10.6444,105.805316,94.98662,12.5052635681251,399.97342,1.04923076923077,84.0
1445,5.0,121.3276,20.8781704129231,1002.07415384615,0.912816134211011,810.6,701.725846153846,37.8338461538462,3928.6858,8.6844,134.005316,94.8758507692308,15.0203776250529,399.97342,1.04923076923077,78.0
1446,5.0,121.3276,20.7536402347692,1001.29969230769,0.920650002571959,810.6,699.061846153846,37.2892307692308,3928.6858,8.6844,134.005316,94.1143123076923,15.0203776250529,399.97342,1.03538461538462,66.0
1447,5.0,121.3276,20.4828653846154,1003.78576923077,0.925142504376225,810.6,698.295,37.1230769230769,4963.4858,9.3044,102.805316,92.6950815384615,12.0779352534017,399.97342,1.04230769230769,75.0
1448,5.0,121.3276,20.1606826923077,1003.86711538462,0.936977281011401,810.6,693.915576923077,36.2230769230769,4963.4858,9.3044,102.805316,90.8431584615385,12.0779352534017,399.97342,1.025,59.0
1449,4.0,121.3276,14.51157421875,998.7875,0.901525953501147,810.6,649.50625,22.96875,4235.85725,8.1805,108.756645,97.904745625,7.55238461047956,399.97342,0.828125,64.0
1450,4.0,151.2596,11.0470357142857,1002.98214285714,0.881971320020252,810.6,661.946428571429,20.1071428571429,5384.35725,10.3055,108.256645,103.657096428571,7.31972361760292,399.97342,0.857142857142857,85.0
1451,4.0,121.3276,13.267725,1005.43928571429,0.887531703525841,810.6,659.489285714286,21.1071428571429,4235.85725,8.1805,108.756645,103.799953571429,7.55238461047956,399.97342,0.857142857142857,92.0
1452,4.0,121.3276,13.2772087205147,1005.21937097927,0.888026711781728,810.6,659.022087205147,21.1222301644031,4235.85725,8.1805,108.756645,103.874130393138,7.55238461047956,399.97342,0.856325947105075,88.0
1453,4.0,121.3276,13.3057414040115,1004.55773638968,0.889515040096786,810.6,657.616475644699,21.1676217765043,4235.85725,8.1805,108.756645,104.097298481375,7.55238461047956,399.97342,0.853868194842407,82.0
1454,4.0,121.3276,13.3391849192101,1003.78222621185,0.891257705725458,810.6,655.968940754039,21.2208258527828,4235.85725,8.1805,108.756645,104.358876588869,7.55238461047956,399.97342,0.850987432675045,78.0
1455,4.0,121.3276,13.3727969762419,1003.00280777538,0.89300716535105,810.6,654.313102951764,21.2742980561555,4235.85725,8.1805,108.756645,104.621772944564,7.55238461047956,399.97342,0.84809215262779,70.0
1456,4.0,121.3276,13.4211091040462,1001.88251445087,0.89551823729593,810.6,651.933092485549,21.3511560693642,4235.85725,8.1805,108.756645,104.999645751445,7.55238461047956,399.97342,0.84393063583815,60.0
1457,4.0,121.3276,13.528634377276,999.38914785142,0.901092034529823,810.6,646.636052439913,21.5222141296431,4235.85725,8.1805,108.756645,105.840653561544,7.55238461047956,399.97342,0.834668608885652,46.0
1458,4.0,121.3276,13.5681628926224,998.472534696859,0.903135860125164,810.6,644.688750913075,21.5850986121256,4235.85725,8.1805,108.756645,106.149825434624,7.55238461047956,399.97342,0.831263696128561,50.0
1459,4.0,121.3276,13.6780670103093,995.924005891016,0.908803585775554,810.6,639.274521354934,21.759941089838,4235.85725,8.1805,108.756645,107.009439351988,7.55238461047956,399.97342,0.82179675994109,34.0
1460,4.0,121.3276,13.7387684911243,994.516420118343,0.911924492016585,810.6,636.284171597633,21.8565088757396,4235.85725,8.1805,108.756645,107.48421535503,7.55238461047956,399.97342,0.816568047337278,36.0
1461,4.0,121.3276,13.7591222222222,994.044444444444,0.912969442402292,810.6,635.281481481481,21.8888888888889,4235.85725,8.1805,108.756645,107.643411851852,7.55238461047956,399.97342,0.814814814814815,30.0
1462,6.0,192.981,20.1601228743829,1014.42177729018,0.99055955961036,781.6,726.197312122874,23.2825013713659,5845.0715,7.47033333333333,78.50443,50.3626940976412,9.06989865340283,399.97342,1.04333516182117,14.0
1463,6.0,192.981,20.1490701754386,1015.35877192982,0.991650477471047,773.0,726.519078947368,23.296052631579,5902.23816666667,7.70366666666667,77.8377633333333,49.9754484210526,8.67330940702603,399.97342,1.04385964912281,16.0
1464,6.0,192.981,20.1270010952903,1016.29561883899,0.991928139909678,773.0,727.161555312158,23.3231106243154,5550.73816666667,7.837,78.00443,50.010553713034,8.78110061433791,399.97342,1.04490690032859,27.0
1465,6.0,192.981,20.1490701754386,1020.22302631579,1.00119765884098,773.0,726.519078947368,23.296052631579,5993.5715,7.95366666666667,77.50443,49.7956238596491,8.4351548879699,399.97342,1.04385964912281,34.0
1466,6.0,192.981,20.1270010952903,1018.1008762322,0.995510767695813,773.0,727.161555312158,23.3231106243154,6101.90483333333,8.137,77.50443,49.7411123110624,8.4351548879699,399.97342,1.04490690032859,27.0
1467,6.0,192.981,20.1711877058178,1018.08331503842,0.998648616924678,773.0,725.875192096597,23.2689352360044,6142.5715,9.12033333333333,78.3377633333333,50.3003099670692,8.97871688819253,399.97342,1.04281009879254,24.0
1468,6.0,192.981,20.1711877058178,1021.80976948408,1.0057558177098,773.0,725.875192096597,23.2689352360044,5422.0715,8.187,78.50443,50.3903209440176,9.06989865340283,399.97342,1.04281009879254,20.0
1469,5.0,188.3839,18.0443076923077,989.615384615385,0.971476090603845,810.6,661.753846153846,26.9230769230769,5174.2858,6.8124,132.805316,83.2450815384615,17.7474131712332,399.97342,0.923076923076923,80.0
1470,6.0,130.2353,33.86185325,1010.35775,1.07371647310203,870.0,653.04625,48.27,4600.28,5.67366666666667,71.4169016666667,53.229479575,1.68708858494358,399.97417,0.9925,15.4
1471,6.0,130.2353,33.844344875,1011.178375,1.08006485106777,870.0,651.294375,48.2,4600.28,5.67366666666667,71.4169016666667,52.7295118625,1.68708858494358,399.97417,0.98875,17.0
1472,6.0,130.2353,33.8268365,1011.999,1.08580587889764,870.0,649.5425,48.13,4600.28,5.67366666666667,71.4169016666667,52.22954415,1.68708858494358,399.97417,0.985,10.5
1473,6.0,130.2353,33.68155075,1010.3685,1.07552628270168,870.0,653.04625,48.0125,4600.28,5.67366666666667,71.4169016666667,53.221979575,1.68708858494358,399.97417,0.9925,19.5
1474,4.0,128.2426,35.1186142857143,1008.81285714286,0.783210373900167,781.6,738.769285714286,50.4785714285714,5665.10725,6.4805,107.006645,61.8866171428571,6.67750379658988,399.97342,1.05714285714286,22.7
1475,6.0,130.2353,33.338454125,1009.569375,1.07171358348494,870.0,654.798125,47.5675,4600.28,5.67366666666667,71.4169016666667,53.7069472875,1.68708858494358,399.97417,0.99625,20.5
1476,6.0,130.2353,33.32094575,1010.39,1.07898455199873,870.0,653.04625,47.4975,4600.28,5.67366666666667,71.4169016666667,53.206979575,1.68708858494358,399.97417,0.9925,19.5
1477,4.0,192.981,38.668216,1022.22,0.752486074341001,894.6,754.38,10.92,3536.85725,5.363,31.506645,11.775948,4.42312657073535,99.97342,1.12,25.5
1478,5.0,121.3276,20.8563381538462,1003.58246153846,0.907117307169995,810.6,703.656,38.2353846153846,5170.2858,9.9844,105.205316,94.9727738461538,12.4244037881723,399.97342,1.06769230769231,83.5
1479,5.0,121.3276,21.0027005910769,1002.84861538462,0.903533552432953,810.6,704.389846153846,38.3784615384615,3928.6858,8.6844,134.005316,95.6373892307692,15.0203776250529,399.97342,1.06307692307692,87.0
1480,5.0,188.3839,17.2952947368421,985.663157894737,1.00764027669594,810.6,638.210526315789,10.2105263157895,5174.2858,6.8124,132.805316,90.9613578947368,17.7474131712332,399.97342,0.842105263157895,118.5
1481,4.0,121.3276,14.2883192307692,1003.62307692308,0.890516212329374,810.6,659.715384615385,22.6153846153846,4235.85725,8.1805,108.756645,96.3989276923077,7.55238461047956,399.97342,0.846153846153846,90.9
1482,4.0,128.2426,12.5121692307692,997.169230769231,0.876071594490036,810.6,666.169230769231,23.0769230769231,4870.35725,7.1055,108.756645,96.3989276923077,7.55238461047956,399.97342,0.846153846153846,91.9
1483,4.0,134.3606,12.5121692307692,997.830769230769,0.877603322173959,810.6,665.507692307692,20.6153846153846,4956.10725,7.4555,107.756645,96.0912353846154,7.06248773046785,399.97342,0.846153846153846,90.9
1484,4.0,135.9646,12.5121692307692,998.353846153846,0.878805851453728,810.6,664.984615384615,21.1538461538462,4428.85725,7.6555,108.006645,96.1681584615385,7.19455400938082,399.97342,0.846153846153846,93.8
1485,4.0,141.2506,12.5121692307692,1001.99230769231,0.886967967409847,810.6,661.346153846154,21.0,5093.10725,7.8305,107.256645,95.9373892307692,6.77360768587578,399.97342,0.846153846153846,94.2
1486,4.0,146.5006,12.5121692307692,999.9,0.882316905715584,810.6,663.438461538461,21.3846153846154,5255.60725,8.1055,107.256645,95.9373892307692,6.77360768587578,399.97342,0.846153846153846,91.0
1487,4.0,148.93092,12.5121692307692,1000.43846153846,0.883524710775821,810.6,662.9,21.5384615384615,5316.60725,9.5805,108.506645,96.3220046153846,7.43878255508962,399.97342,0.846153846153846,92.7
1488,4.0,151.2596,12.5121692307692,1000.97692307692,0.884724945565356,810.6,662.361538461538,21.5384615384615,5384.35725,10.3055,108.256645,96.2450815384615,7.31972361760292,399.97342,0.846153846153846,92.2
1489,4.0,151.2596,12.5121692307692,1000.97692307692,0.884724945565356,810.6,662.361538461538,21.5384615384615,5384.35725,10.3055,108.256645,96.2450815384615,7.31972361760292,399.97342,0.846153846153846,89.3
1490,4.0,152.93481,12.5121692307692,1001.59230769231,0.886087489460006,810.6,661.746153846154,21.8461538461539,5447.85725,9.5305,108.756645,96.3989276923077,7.55238461047956,399.97342,0.846153846153846,91.5
1491,4.0,157.0546,12.5121692307692,1002.66923076923,0.888448831950548,810.6,660.669230769231,21.8461538461539,4760.35725,7.2555,114.256645,98.0912353846154,9.29475656886456,399.97342,0.846153846153846,90.1
1492,4.0,158.9674,12.5121692307692,995.746153846154,0.87273452838423,810.6,667.592307692308,22.2307692307692,5578.10725,10.8305,108.506645,96.3220046153846,7.43878255508962,399.97342,0.846153846153846,90.0
1493,4.0,188.3839,31.3551861943688,982.700363306085,0.876545441392995,810.6,649.112715712988,32.7883742052679,6080.35725,6.3805,116.006645,47.9709124250681,9.6863760659405,399.97342,0.91008174386921,81.0
1494,4.0,188.3839,31.2983318223028,983.299456029012,0.875185928584342,810.6,650.316681776972,32.7289211242067,6080.35725,6.3805,116.006645,47.8839780054397,9.6863760659405,399.97342,0.912058023572076,62.0
1495,4.0,188.3839,31.2416832579186,983.896380090498,0.873830820947913,810.6,651.51628959276,32.6696832579185,6080.35725,6.3805,116.006645,47.797358280543,9.6863760659405,399.97342,0.914027149321267,47.0
1496,4.0,188.3839,31.1570938628159,984.787725631769,0.871806376516002,810.6,653.307581227437,32.5812274368231,6080.35725,6.3805,116.006645,47.6680150180505,9.6863760659405,399.97342,0.916967509025271,16.0
1497,4.0,128.2426,35.7290057471264,1007.05172413793,0.78488538085392,781.6,736.244540229885,51.3304597701149,5665.10725,6.4805,107.006645,62.2507552873563,6.67750379658988,399.97342,1.05747126436782,21.3
1498,4.0,128.2426,35.3712661870504,1006.62374100719,0.787767517885827,781.6,734.637410071942,50.841726618705,5665.10725,6.4805,107.006645,62.331653381295,6.67750379658988,399.97342,1.05035971223022,22.1
1499,4.0,128.2426,34.9118850574713,1007.07643678161,0.788762445629382,781.6,734.692528735632,50.2068965517241,5665.10725,6.4805,107.006645,62.233513908046,6.67750379658988,399.97342,1.04597701149425,16.1
1500,4.0,128.2426,34.3061628571429,1008.83742857143,0.786951761932578,781.6,737.226142857143,49.3614285714286,5665.10725,6.4805,107.006645,61.8694742857143,6.67750379658988,399.97342,1.04571428571429,9.9
1501,6.0,191.2006,25.7292769230769,704.273846153846,1.56890797331769,764.1,242.143076923077,63.6923076923077,4825.5715,7.672,114.50443,169.948198461538,18.8092579448273,399.97342,0.630769230769231,22.0
1502,6.0,191.2006,25.7292769230769,703.959230769231,1.57884668580236,764.1,234.743846153846,63.6923076923077,4825.5715,7.672,114.50443,169.952044615385,18.8092579448273,399.97342,0.607692307692308,41.0
1503,6.0,191.2006,25.7292769230769,703.644615384615,1.58716421629358,764.1,227.344615384615,63.6923076923077,4825.5715,7.672,114.50443,169.955890769231,18.8092579448273,399.97342,0.584615384615385,52.0
1504,5.0,121.3276,20.9763538461538,1003.99415384615,0.90209367645559,810.6,704.963538461538,38.5953846153846,4816.6858,8.0144,111.005316,95.7527738461538,13.1311731511324,399.97342,1.07230769230769,79.5
1505,5.0,121.3276,20.6746,1004.73630769231,0.918314492265177,810.6,700.782923076923,37.94,4816.6858,8.0144,111.005316,94.4604661538462,13.1311731511324,399.97342,1.06307692307692,56.0
1506,5.0,121.3276,20.3728461538462,1005.47846153846,0.931415494294446,810.6,696.602307692308,37.2846153846154,4816.6858,8.0144,111.005316,93.1681584615385,13.1311731511324,399.97342,1.05384615384615,43.5
1507,5.0,121.3276,20.0710923076923,1006.22061538462,0.942716436326835,810.6,692.421692307692,36.6292307692308,4816.6858,8.0144,111.005316,91.8758507692308,13.1311731511324,399.97342,1.04461538461538,27.0
1508,5.0,121.3276,19.6184615384615,1007.33384615385,0.957334746301397,810.6,686.150769230769,35.6461538461539,4816.6858,8.0144,111.005316,89.9373892307692,13.1311731511324,399.97342,1.03076923076923,19.0
1509,5.0,188.3839,39.27672,690.97,1.56433975448912,810.6,123.0,45.8,5174.2858,6.8124,132.805316,172.802658,17.7474131712332,399.97342,0.4,114.0
1510,4.0,121.3276,13.267725,1005.43928571429,0.887531703525841,810.6,659.489285714286,21.1071428571429,4235.85725,8.1805,108.756645,103.799953571429,7.55238461047956,399.97342,0.857142857142857,41.0
1511,4.0,121.3276,13.267725,1005.43928571429,0.887531703525841,810.6,659.489285714286,21.1071428571429,4235.85725,8.1805,108.756645,103.799953571429,7.55238461047956,399.97342,0.857142857142857,66.0
1512,4.0,121.3276,13.267725,1005.43928571429,0.887531703525841,810.6,659.489285714286,21.1071428571429,4235.85725,8.1805,108.756645,103.799953571429,7.55238461047956,399.97342,0.857142857142857,75.0
1513,4.0,121.3276,13.267725,1005.43928571429,0.887531703525841,810.6,659.489285714286,21.1071428571429,4235.85725,8.1805,108.756645,103.799953571429,7.55238461047956,399.97342,0.857142857142857,82.0
1514,4.0,146.5006,8.25287,1041.875,0.787578197425567,810.6,748.17,16.93,5255.60725,8.1055,107.256645,83.125948,6.77360768587578,399.97342,0.99,99.25
1515,5.0,191.2006,13.70851,1041.279,0.832103620479849,810.6,773.556,29.81,6472.4858,7.4384,92.805316,75.825948,9.40740065011398,399.97342,1.12,90.25
1516,4.0,121.3276,12.38321,1007.01333333333,0.883503843144227,810.6,659.293333333333,24.5333333333333,4235.85725,8.1805,108.756645,110.214176,7.55238461047956,399.97342,0.866666666666667,79.6
1517,4.0,192.981,39.059199,1023.06,0.75131939641299,894.6,758.565,15.88,3536.85725,5.363,31.506645,10.955948,4.42312657073535,99.97342,1.13,27.0
1518,4.0,192.981,38.9028058,1022.724,0.751898626177734,894.6,756.891,13.896,3536.85725,5.363,31.506645,11.283948,4.42312657073535,99.97342,1.126,27.7
1519,4.0,192.981,38.668216,1022.22,0.752486074341001,894.6,754.38,10.92,3536.85725,5.363,31.506645,11.775948,4.42312657073535,99.97342,1.12,28.0
1520,4.0,192.981,38.277233,1021.38,0.752731369800815,894.6,750.195,6.93,3536.85725,5.363,31.506645,12.595948,4.42312657073535,99.97342,1.11,25.6
1521,5.0,135.9646,30.6466857142857,1012.63428571429,0.850468840055086,773.0,738.769285714286,47.1857142857143,5408.0858,6.8844,87.605316,61.0509028571429,7.33864379335816,399.97342,1.05714285714286,10.0
1522,5.0,135.9646,24.1339428571429,1012.38571428571,0.876768346752658,773.0,738.769285714286,37.2857142857143,5408.0858,6.8844,87.605316,61.0080457142857,7.33864379335816,399.97342,1.05714285714286,15.0
1523,5.0,135.9646,17.6212,1012.13714285714,0.88547978982715,773.0,738.769285714286,27.3857142857143,5408.0858,6.8844,87.605316,60.9651885714286,7.33864379335816,399.97342,1.05714285714286,17.5
1524,5.0,135.9646,16.8411528571429,1012.05428571429,0.885001981436971,773.0,738.769285714286,24.0857142857143,5408.0858,6.8844,87.605316,60.9509028571429,7.33864379335816,399.97342,1.05714285714286,15.0
1525,5.0,135.9646,20.8098805714286,1011.88857142857,0.878966843625658,773.0,738.769285714286,29.4642857142857,5408.0858,6.8844,87.605316,60.9223314285714,7.33864379335816,399.97342,1.05714285714286,11.0
1526,5.0,128.2426,28.9368142857143,1009.22428571429,0.846124476854247,781.6,738.769285714286,41.65,5761.2858,6.4444,88.205316,61.7151885714286,7.62921730781561,399.97342,1.05714285714286,25.2
1527,5.0,128.2426,22.7550142857143,1009.63571428571,0.872751758674609,781.6,738.769285714286,32.8214285714286,5761.2858,6.4444,88.205316,61.54376,7.62921730781561,399.97342,1.05714285714286,23.0
1528,5.0,128.2426,16.5732142857143,1010.04714285714,0.881878417651093,781.6,738.769285714286,23.9928571428571,5761.2858,6.4444,88.205316,61.3723314285714,7.62921730781561,399.97342,1.05714285714286,22.0
1529,5.0,128.2426,16.8411528571429,1010.18428571429,0.881573309229715,781.6,738.769285714286,23.8928571428571,5761.2858,6.4444,88.205316,61.3151885714286,7.62921730781561,399.97342,1.05714285714286,15.0
1530,5.0,188.3839,24.57924,984.466666666667,0.98684371065202,810.6,661.026666666667,20.8,5174.2858,6.8124,132.805316,75.214176,17.7474131712332,399.97342,0.933333333333333,106.0
1531,5.0,188.3839,17.2952947368421,985.663157894737,1.00764027669594,810.6,638.210526315789,10.2105263157895,5174.2858,6.8124,132.805316,90.9613578947368,17.7474131712332,399.97342,0.842105263157895,129.0
1532,4.0,128.2426,35.1186142857143,1008.81285714286,0.783210373900167,781.6,738.769285714286,50.4785714285714,5665.10725,6.4805,107.006645,61.8866171428571,6.67750379658988,399.97342,1.05714285714286,19.5
